final belief is:
1	0.512574017
2	0.0528104976
3	0.526352167
4	3.74273491
5	2.40877795
6	0.034881942
7	2.80838513
8	1.65847778
9	14.6468039
10	0.00951325707
11	1.69864488
12	0.132087633
13	3.97759843
14	0.664723039
15	0.700725079
16	2.11722827
17	2.60965967
18	5.23863316
19	4.46607828
20	0.931081772
21	3.31469345
22	3.2820735
23	2.46393347
24	0.00210744049
25	1.00941062
26	2.23551917
27	1.64252996
28	0.0168572254
29	0.226080462
30	1.83500147
31	3.53681755
32	0.577045143
33	1.92047703
34	6.22715664
35	0.921609163
36	0.00210744049
37	0.159580886
38	0.390043527
39	5.13384771
40	7.03200579
41	1.35825121
42	1.36356676
43	1.57375515
44	9.70986366
45	4.05476141
46	11.1451883
47	0.00210744049
48	1.32624698
49	0.580308676
50	2.7926693
51	2.82825971
52	1.87820399
53	5.8702836
54	0.272713363
55	0.523229122
56	0.0
57	1.05897808
58	0.273677975
59	0.309650511
60	0.892094672
61	1.29052007
62	3.71770906
63	2.47120905
64	0.102531768
65	7.6435132
66	0.898358524
67	2.18675327
68	0.0940130353
69	0.449181885
70	1.57473373
71	0.843364894
72	0.73991996
73	0.0559886098
74	0.305481225
75	0.0919614807
76	0.00316113001
77	0.00210744049
78	2.77152872
79	2.09686422
80	3.23429108
81	6.15167618
82	7.15477371
83	3.02521563
84	0.00951325707
85	2.1583364
86	0.642673314
87	4.67610407
88	0.19653745
89	4.65908718
90	3.44137096
91	5.08924866
92	6.50530577
93	5.01031542
94	0.351862848
95	1.37836516
96	5.43101263
97	5.61463118
98	5.80485725
99	4.38759375
100	2.67005396
101	2.27034926
102	4.43391085
103	1.03994739
104	5.43735456
105	2.7300477
106	6.72058725
107	1.88026798
108	3.43920207
109	0.159515053
110	8.31062031
111	7.35480452
112	10.7690067
113	3.72708249
114	0.0559955537
115	0.0
116	1.06654179
117	0.13741371
118	1.92353952
119	1.58105302
120	0.291739881
121	0.0
122	0.279055536
123	0.00316113001
124	1.45959604
