359	1.6353409E-4
1060	6.707016E-5
78	1.5264846E-4
10	1.5264846E-4
26	0.0013536332
17	1.3052492E-4
71	6.201685E-4
15	6.4096625E-5
77	5.9165827E-6
56	7.9346006E-5
21	5.4069656E-5
108	3.5364632E-4
65	0.0015575897
68	4.7617036E-4
99	1.1644875E-4
94	3.0932872E-4
62	6.9690123E-4
84	6.799789E-4
92	9.317497E-4
44	8.2107424E-4
111	1.4616491E-4
20	1.3975536E-4
31	0.0014002122
12	9.494212E-5
83	1.814713E-4
1463	5.416284E-5
4316	1.7692166E-6
1836	2.1012514E-5
885	1.251583E-4
5050	9.430377E-7
6444	5.9165827E-6
1917	1.3071943E-4
5070	5.9165827E-6
3118	7.104401E-5
880	3.0969517E-4
2789	2.0578544E-4
333	0.009522504
800	2.6001126E-5
1429	2.105018E-5
1865	1.7174247E-5
2988	1.2924571E-5
404	9.361893E-5
143	1.5264846E-4
117	1.5264846E-4
150	1.5264846E-4
1672	1.814472E-5
5901	5.9165827E-6
1156	1.5926088E-4
380	1.5264846E-4
372	1.5264846E-4
343	1.5264846E-4
1764	8.416853E-4
2385	5.642493E-12
3717	7.837923E-6
636	1.5264846E-4
6153	5.9165827E-6
676	1.5264846E-4
761	1.5264846E-4
685	1.5264846E-4
730	1.5264846E-4
1929	3.4479894E-5
5377	1.3388219E-5
5650	5.9165827E-6
4927	8.58662E-6
896	1.5264846E-4
906	1.5264846E-4
2705	3.1305888E-5
6306	5.9165827E-6
1055	1.5264846E-4
1061	1.5264846E-4
1006	1.5264846E-4
3362	4.63173E-6
1007	1.5570142E-4
1874	9.987519E-5
1115	1.5264846E-4
939	4.9277564E-4
1320	1.5264846E-4
2635	8.097298E-5
1444	1.5264846E-4
1431	1.5264846E-4
3264	5.9165827E-6
2033	1.6037862E-4
1508	1.5264846E-4
1532	1.5264846E-4
1146	5.9165827E-6
1108	1.4373934E-4
1714	1.5264846E-4
2165	3.7208472E-5
1829	1.5264846E-4
1853	1.5264846E-4
1822	1.5264846E-4
1792	1.5264846E-4
289	6.569926E-4
4960	5.9165827E-6
2407	2.9152867E-5
4893	6.8287416E-5
1944	1.5264846E-4
1911	1.5264846E-4
1942	1.5264846E-4
1977	1.5264846E-4
1889	1.5264846E-4
1888	1.5264846E-4
6480	5.9165827E-6
4451	5.9165827E-6
5678	5.9165827E-6
2177	1.3604947E-5
5275	1.4959205E-6
5539	5.9165827E-6
2118	1.5264846E-4
