949	1
822	1
676	1
529	1
448	1
435	1
334	1
325	1
293	1
287	1
280	1
272	1
255	1
254	1
241	1
240	1
239	1
236	1
234	1
228	1
225	1
223	1
222	1
218	1
217	1
212	1
203	1
200	1
197	1
196	1
194	1
193	1
190	1
187	1
186	1
185	1
184	1
182	1
181	1
180	1
179	3
178	1
174	2
172	1
171	1
170	3
169	1
168	1
167	1
165	2
162	2
161	1
160	1
158	2
157	1
153	1
152	1
151	1
150	1
147	1
146	1
143	2
142	1
141	1
140	1
139	1
136	4
135	2
134	2
133	1
132	3
130	1
129	1
126	1
125	3
124	2
123	1
121	1
120	1
119	2
118	1
117	1
116	7
115	3
114	2
113	1
112	3
111	2
109	3
108	4
107	3
106	2
104	5
103	3
102	4
101	6
100	4
99	1
98	4
97	4
96	1
95	6
94	3
93	3
92	5
91	4
90	5
89	6
88	5
87	4
86	6
85	9
84	4
83	4
82	9
81	2
80	5
79	3
78	4
77	9
76	3
75	8
74	5
73	10
72	5
71	15
70	5
69	8
68	10
67	5
66	14
65	7
64	10
63	8
62	3
61	7
60	10
59	9
58	6
57	11
56	14
55	13
54	10
53	17
52	9
51	12
50	16
49	10
48	12
47	10
46	18
45	17
44	16
43	20
42	9
41	24
40	19
39	24
38	22
37	20
36	30
35	18
34	26
33	25
32	32
31	25
30	30
29	25
28	38
27	31
26	33
25	34
24	55
23	46
22	53
21	39
20	54
19	59
18	65
17	77
16	66
15	88
14	89
13	108
12	116
11	110
10	121
9	166
8	190
7	181
6	230
5	292
4	359
3	541
2	1687
1	681
